Recall,Precision
1.0,0.015634007022202037
1.0,0.015935474681290505
1.0,0.015946832014824316
1.0,0.0180782515603854
1.0,0.01807898192101808
1.0,0.018079347123464772
1.0,0.01810238466050444
1.0,0.01822031310437491
1.0,0.018251152167706678
1.0,0.018411849413700884
1.0,0.01841829070030663
1.0,0.01844562148348138
0.9988826815642458,0.018651422849036134
0.9988826815642458,0.018652979469203804
0.9988826815642458,0.018735853801659822
0.9988826815642458,0.018742138364779875
0.9988826815642458,0.018751573118550215
0.9988826815642458,0.0187606236753195
0.9988826815642458,0.018774413037086816
0.9988826815642458,0.01878348566025843
0.9988826815642458,0.01878388032104887
0.9988826815642458,0.01878624863410944
0.9988826815642458,0.018794542434881326
0.9988826815642458,0.018795727861407787
0.9988826815642458,0.018848035081801315
0.9988826815642458,0.018853202302874374
0.9988826815642458,0.018854395140880716
0.9988826815642458,0.01886354524929842
0.9988826815642458,0.018891048939227453
0.9988826815642458,0.01891623114195637
0.9988826815642458,0.01891943368675005
0.9988826815642458,0.019831410825199645
0.9988826815642458,0.019832290696126714
0.9988826815642458,0.019835810960727757
0.9988826815642458,0.019839772752491068
0.9988826815642458,0.01986931590878784
0.9988826815642458,0.019872407584413276
0.9988826815642458,0.019873291097032345
0.9988826815642458,0.01987594210631628
0.9988826815642458,0.019879035844525484
0.9988826815642458,0.019882572724846545
0.9988826815642458,0.01988301492338145
0.9988826815642458,0.019898504273504272
0.9988826815642458,0.01990160503995904
0.9988826815642458,0.01991446137396418
0.9988826815642458,0.019915792287642852
0.9988826815642458,0.019930444087747457
0.9988826815642458,0.01993088841823654
0.9988826815642458,0.019935777361519937
0.9988826815642458,0.019946452476572958
0.9988826815642458,0.019948677898025215
0.9988826815642458,0.019949123041906547
0.9988826815642458,0.01996872905963815
0.9988826815642458,0.02004798959477945
0.9988826815642458,0.020067340067340067
0.9988826815642458,0.020069592546862722
0.9988826815642458,0.02007454978218889
0.9988826815642458,0.020077254761049226
0.9988826815642458,0.020084922828064972
0.9988826815642458,0.020104796815616076
0.9988826815642458,0.020105248954257186
0.9988826815642458,0.020114295999640014
0.9988826815642458,0.02012018094659375
0.9988826815642458,0.020127881844380403
0.9988826815642458,0.02012924143831761
0.9988826815642458,0.02013150783642587
0.9988826815642458,0.020224871615048753
0.9988826815642458,0.020225329170625764
0.9988826815642458,0.020228074938908498
0.9988826815642458,0.020261082404133806
0.9988826815642458,0.020261541599619248
0.9988826815642458,0.02026291931097008
0.9988826815642458,0.020263378589723248
0.9988826815642458,0.020314488274859117
0.9988826815642458,0.020315873196227702
0.9988826815642458,0.02034314840941155
0.9988826815642458,0.02035009446632219
0.9988826815642458,0.020350557705440475
