False Positive Rate,True Positive Rate,Thresholds
0.0,0.0,inf
0.0,0.0022346368715083797,0.6480220155654717
0.0,0.00558659217877095,0.6467460085485764
0.0,0.0067039106145251395,0.6452744500889783
0.0,0.012290502793296089,0.6434924463755741
0.0,0.01452513966480447,0.6412857414447168
0.0,0.01675977653631285,0.6404799086711854
0.0,0.017877094972067038,0.6392271226493059
0.0,0.02011173184357542,0.6365738508119961
0.0,0.0223463687150838,0.6346080086355723
0.0,0.026815642458100558,0.6319265710402366
0.0,0.02905027932960894,0.6306254737200085
0.0,0.03240223463687151,0.6300967545927257
0.0,0.034636871508379886,0.6296281735514613
0.0,0.041340782122905026,0.6288726666919996
0.0,0.049162011173184354,0.6267783395729133
0.0,0.05139664804469274,0.6245457423370329
0.0,0.05251396648044693,0.6244390071550676
0.0,0.05698324022346369,0.6237071557489007
0.0,0.05921787709497207,0.6233142666401127
0.0,0.06368715083798883,0.6227976324497313
0.0,0.06480446927374302,0.6219836917239913
0.0,0.07039106145251396,0.6188893917575126
0.0,0.07374301675977654,0.6183540401903873
0.0,0.0782122905027933,0.6149946489505329
0.0,0.08156424581005586,0.6141670565829569
0.0,0.08268156424581005,0.6141157383432359
0.0,0.08715083798882682,0.6119294586379155
0.0,0.09050279329608939,0.6118865423082285
0.0,0.09162011173184358,0.6083185619162239
0.0,0.09385474860335195,0.6063767762045815
0.0,0.09608938547486033,0.603130150574163
0.0,0.09832402234636871,0.6017357126195155
0.0,0.10167597765363129,0.5967302355956514
0.0,0.10502793296089385,0.5951709681239641
0.0,0.10837988826815642,0.5910196344621084
0.0,0.11396648044692738,0.5890338869200372
0.0,0.11731843575418995,0.5818970652081664
0.0,0.11955307262569832,0.57904565534679
0.0,0.1217877094972067,0.5780311699102122
0.0,0.12290502793296089,0.576861625238816
0.0,0.12737430167597766,0.5720833408188167
0.0,0.1553072625698324,0.5706574705853449
0.0,0.15865921787709497,0.5645577935385478
0.0,0.1653631284916201,0.5581041789548156
0.0,0.1664804469273743,0.5577427911202706
0.0,0.17094972067039105,0.5574383604757134
0.0,0.17206703910614526,0.5554521099423669
0.0,0.17430167597765364,0.5546204719687601
0.0,0.1776536312849162,0.5534620571471248
0.0,0.17988826815642459,0.5497805069975463
3.5491198182850654e-05,0.17988826815642459,0.5493819573829394
7.098239636570131e-05,0.18435754189944134,0.5482646101559879
7.098239636570131e-05,0.18547486033519553,0.5473118780247495
7.098239636570131e-05,0.1888268156424581,0.5467010253232156
7.098239636570131e-05,0.18994413407821228,0.5466580876216399
7.098239636570131e-05,0.19776536312849163,0.5461386341773684
7.098239636570131e-05,0.2,0.5439742045777425
8.872799545712663e-05,0.2,0.5435716061410563
8.872799545712663e-05,0.2011173184357542,0.5432010004819178
0.00010647359454855196,0.2011173184357542,0.543012935600017
0.00010647359454855196,0.2022346368715084,0.5429143517983618
0.00012421919363997727,0.2022346368715084,0.5422790787228835
0.00015971039182282793,0.20446927374301677,0.5422224919152105
0.00015971039182282793,0.20782122905027933,0.539832945273039
0.00017745599091425327,0.20782122905027933,0.5379230652596078
0.00017745599091425327,0.2100558659217877,0.537437881593157
0.00019520159000567858,0.2100558659217877,0.5371896433652097
0.00019520159000567858,0.2111731843575419,0.5370344238083097
0.00024843838727995455,0.2111731843575419,0.5369598985016362
0.00024843838727995455,0.21564245810055865,0.5368182713364805
0.00024843838727995455,0.21675977653631284,0.5360946708653969
0.0002661839863713799,0.2223463687150838,0.5358377733540938
0.00030167518455423057,0.2223463687150838,0.5339031121270844
0.00030167518455423057,0.22346368715083798,0.5335395881632411
0.00031942078364565585,0.22346368715083798,0.5335042702239937
0.0003371663827370812,0.2245810055865922,0.5329796596489965
0.0003371663827370812,0.22569832402234638,0.5319936477469812
0.00035491198182850654,0.22569832402234638,0.531758966297121
0.0003726575809199319,0.22681564245810057,0.5315301903054974
0.0003726575809199319,0.23016759776536314,0.5306218365582298
0.00039040318001135716,0.23016759776536314,0.5306059636599271
0.0004436399772856332,0.23016759776536314,0.5305653269446109
0.0004436399772856332,0.2346368715083799,0.5292943200206529
0.0004436399772856332,0.23575418994413408,0.5291546131508837
0.0004791311754684838,0.23575418994413408,0.5287897150824721
0.0004791311754684838,0.23687150837988827,0.5285165932693381
0.0005323679727427598,0.23687150837988827,0.5282286546268804
0.0005323679727427598,0.24022346368715083,0.5253025027664832
0.0006210959681998865,0.24134078212290502,0.5247222488582439
0.0006210959681998865,0.24804469273743016,0.5243497307697462
0.0006210959681998865,0.24916201117318434,0.524306518081693
0.0006388415672913117,0.24916201117318434,0.5242013973875528
0.0006388415672913117,0.25027932960893856,0.5234240395131318
0.0006388415672913117,0.25251396648044694,0.5233098741401986
0.0006743327654741624,0.25251396648044694,0.5232349788019366
0.0006743327654741624,0.2536312849162011,0.5220414097890077
0.0007098239636570131,0.2536312849162011,0.5214840497391788
0.0007098239636570131,0.25921787709497207,0.5184140827849258
0.0007098239636570131,0.26145251396648045,0.5181942430015488
0.0009405167518455423,0.26145251396648045,0.5173836549372959
0.0009405167518455423,0.26256983240223464,0.5173397192685717
0.000976007950028393,0.26256983240223464,0.5164911400210305
0.0010292447473026689,0.2670391061452514,0.5157327327621735
0.0010292447473026689,0.2681564245810056,0.515605091550732
0.0010469903463940942,0.26927374301675977,0.5151333810849914
0.0010469903463940942,0.27039106145251396,0.5145246023566405
0.0010647359454855196,0.27039106145251396,0.5140027387776938
0.0010647359454855196,0.27150837988826815,0.5136338798141445
0.0010824815445769449,0.27150837988826815,0.5133716313397598
0.0010824815445769449,0.27262569832402234,0.5132090246614011
0.0010824815445769449,0.2748603351955307,0.5128633672968319
0.001135718341851221,0.2748603351955307,0.512805306045116
0.001188955139125497,0.2748603351955307,0.5122638228394686
0.001188955139125497,0.2770949720670391,0.5119851731679279
0.0012067007382169223,0.2770949720670391,0.5117825371837184
0.001259937535491198,0.40558659217877097,0.511408698237369
0.001259937535491198,0.40782122905027934,0.5110115520291528
0.0012954287336740488,0.40782122905027934,0.5104405625003935
0.0012954287336740488,0.4100558659217877,0.5099324598510314
0.001313174332765474,0.4100558659217877,0.5098408860367565
0.001313174332765474,0.4111731843575419,0.5093938859188442
0.001313174332765474,0.4134078212290503,0.5093089353245083
0.001313174332765474,0.41675977653631285,0.5091568729572641
0.0013309199318568994,0.41675977653631285,0.509092812856322
0.0013664111300397501,0.41787709497206704,0.508894050020402
0.0014019023282226008,0.41787709497206704,0.5079867941421706
0.0014019023282226008,0.4201117318435754,0.5077856145810536
0.0014196479273140261,0.4201117318435754,0.507700654641348
0.0014728847245883022,0.4201117318435754,0.5075717318163895
0.0014728847245883022,0.4223463687150838,0.5062903382935421
0.0015083759227711528,0.42681564245810055,0.5062858440109216
0.0015261215218625782,0.42681564245810055,0.5060229752415181
0.0015438671209540033,0.42793296089385474,0.5054561294202305
0.0015438671209540033,0.4480446927374302,0.5048304973149028
0.0015438671209540033,0.4491620111731844,0.5048293917189158
0.0015438671209540033,0.4558659217877095,0.50458925219836
0.0017568143100511074,0.4581005586592179,0.504580890949768
0.0018632879045996592,0.4581005586592179,0.504161934959626
0.0018810335036910846,0.4592178770949721,0.5039810116934205
0.0019342703009653606,0.4592178770949721,0.5039413116329732
0.001952015900056786,0.4592178770949721,0.5036740100252206
0.001952015900056786,0.46145251396648046,0.5036076158979251
0.0020407438955139124,0.46145251396648046,0.5035990783981434
0.0020407438955139124,0.46256983240223465,0.5033739631085793
0.0020584894946053377,0.464804469273743,0.5032218554902007
0.002076235093696763,0.4659217877094972,0.502532098598328
0.002129471890971039,0.4659217877094972,0.5024858451982457
0.002129471890971039,0.4681564245810056,0.5021263995112414
0.0021472174900624644,0.4681564245810056,0.5017521598432138
0.0021472174900624644,0.4692737430167598,0.5016203133895286
0.0021649630891538898,0.4692737430167598,0.5016043056457471
0.0021649630891538898,0.47039106145251397,0.5015635167090089
0.0021649630891538898,0.47262569832402235,0.5015484679343192
0.0021649630891538898,0.47374301675977654,0.5014730337077996
0.0021649630891538898,0.49385474860335193,0.501335876946042
0.0022004542873367405,0.49385474860335193,0.5009168910560547
0.002271436683702442,0.49385474860335193,0.5008771172557417
0.002271436683702442,0.4960893854748603,0.5005452286598683
0.002342419080068143,0.5005586592178771,0.5003501783407859
0.0023601646791595685,0.5005586592178771,0.5001355695409819
0.002395655877342419,0.5005586592178771,0.5000606339528605
0.002395655877342419,0.5039106145251396,0.49988035253883395
0.0024134014764338445,0.5039106145251396,0.49950760885139295
0.0024134014764338445,0.5050279329608939,0.49893441598324834
0.00243114707552527,0.5050279329608939,0.49893300028408316
0.002484383872799546,0.5307262569832403,0.4988946526105976
0.0025021294718909712,0.5307262569832403,0.49800540705069357
0.0025021294718909712,0.5318435754189944,0.4979772336264906
0.0027860590573537763,0.5329608938547487,0.49773809478357767
0.0027860590573537763,0.5340782122905028,0.4974789081472884
0.0028038046564452016,0.535195530726257,0.49736468643957255
0.0028038046564452016,0.5363128491620112,0.49730202784288774
0.0028392958546280523,0.5363128491620112,0.4966293860541107
0.0028570414537194776,0.5363128491620112,0.49654992363878325
0.0028925326519023283,0.5374301675977654,0.4965444096938727
0.0028925326519023283,0.5396648044692738,0.4961710122097129
0.0028925326519023283,0.5441340782122905,0.4957025664227789
0.00379755820556502,0.5441340782122905,0.4956563153117964
0.004028250993753549,0.5441340782122905,0.4955813854741865
0.004045996592844974,0.5452513966480447,0.49518050868677566
0.004045996592844974,0.5463687150837989,0.4947748417290738
0.004081487791027825,0.5463687150837989,0.4944931630291676
0.0041169789892106755,0.5463687150837989,0.4933398589974743
0.004205706984667802,0.5463687150837989,0.4930378627678533
0.004205706984667802,0.547486033519553,0.4930078335094821
0.0042766893810335035,0.547486033519553,0.49299887517973084
0.0042766893810335035,0.5497206703910614,0.4924513431811915
0.0042766893810335035,0.5508379888268157,0.4922313242362061
0.004542873367404884,0.5564245810055866,0.4920656572601876
0.004542873367404884,0.5620111731843576,0.49190087138103566
0.004542873367404884,0.5631284916201117,0.49184441147636426
0.004542873367404884,0.5687150837988827,0.4916923384691135
0.004613855763770585,0.5709497206703911,0.4915436963922277
0.004613855763770585,0.5731843575418994,0.49065031712048374
0.00463160136286201,0.5731843575418994,0.4905754079422801
0.00463160136286201,0.5754189944134078,0.49030467949788414
0.005128478137421919,0.5754189944134078,0.48972165740103557
0.005181714934696195,0.5754189944134078,0.48898829142924977
0.005288188529244747,0.5832402234636872,0.4888217150827494
0.005288188529244747,0.5843575418994413,0.4888210397903961
0.005305934128336172,0.5843575418994413,0.48868525623597353
0.0053591709256104484,0.5843575418994413,0.48825425646244963
0.0053591709256104484,0.5854748603351956,0.48813588635503335
0.005394662123793299,0.5932960893854748,0.48736701377379776
0.0054124077228847245,0.5932960893854748,0.48707968043078925
0.0054124077228847245,0.5955307262569832,0.48693782407219816
0.0054124077228847245,0.5966480446927375,0.4867011009436846
0.0054656445201590005,0.5966480446927375,0.48647836797573457
0.0054656445201590005,0.5977653631284916,0.48628241874265227
0.0055188813174332765,0.5977653631284916,0.4862112502457662
0.0055188813174332765,0.5988826815642458,0.4861016214677641
0.005536626916524702,0.5988826815642458,0.48590645818140205
0.005536626916524702,0.6,0.48581055831912023
0.0055721181147075525,0.6,0.4858075745337491
0.005643100511073254,0.6011173184357542,0.4847179916157235
0.005643100511073254,0.6078212290502794,0.48434493171490295
0.005643100511073254,0.6100558659217877,0.48383368874400456
0.006548126064735945,0.6100558659217877,0.483831880697029
0.006583617262918796,0.6100558659217877,0.4838120693201145
0.006636854060193072,0.6100558659217877,0.4828445480536262
0.0068675468483816015,0.6100558659217877,0.48237801601843033
0.006991766042021579,0.6100558659217877,0.48195956087467495
0.007115985235661556,0.6111731843575419,0.48147657260005683
0.007169222032935832,0.6111731843575419,0.4814177177538259
0.007186967632027258,0.6111731843575419,0.4810808457998334
0.007222458830210108,0.6111731843575419,0.480726811376811
0.0072756956274843835,0.6145251396648045,0.48054449283718975
0.0072756956274843835,0.6156424581005586,0.48042652152665594
0.007311186825667234,0.6156424581005586,0.48002320352370775
0.007311186825667234,0.6167597765363129,0.4798659170091869
0.0073289324247586595,0.6167597765363129,0.47964088860093057
0.0073289324247586595,0.617877094972067,0.4796114452192313
0.007453151618398637,0.617877094972067,0.4792936788028874
0.00759511641113004,0.617877094972067,0.478160472604718
0.007612862010221465,0.617877094972067,0.4779882973882629
0.007683844406587166,0.617877094972067,0.4779578113969531
0.007719335604770017,0.617877094972067,0.4778600227598408
0.007754826802952868,0.617877094972067,0.47712408225173636
0.007861300397501419,0.617877094972067,0.47699300819505613
0.00789679159568427,0.617877094972067,0.476950709679086
0.00789679159568427,0.6189944134078212,0.4767385728661517
0.007914537194775695,0.6189944134078212,0.476326034001909
0.0081984667802385,0.623463687150838,0.47623547340196326
0.008216212379329926,0.623463687150838,0.47575509604260846
0.008358177172061328,0.623463687150838,0.4755605457249469
0.008393668370244179,0.623463687150838,0.4749620911087888
0.008393668370244179,0.6245810055865921,0.4749202578791179
0.008411413969335604,0.6245810055865921,0.4744908591320854
0.008411413969335604,0.6256983240223464,0.47444112029384783
0.00842915956842703,0.6256983240223464,0.47431593216662915
0.00846465076660988,0.6256983240223464,0.4742961138733408
0.008500141964792731,0.6279329608938548,0.4742048572793753
0.008500141964792731,0.6301675977653631,0.47363770510102715
0.00873083475298126,0.6301675977653631,0.47337105239442834
0.008748580352072686,0.6335195530726258,0.4733160956993319
0.008784071550255537,0.6335195530726258,0.47283404740398666
0.008855053946621238,0.6335195530726258,0.4725361783569353
0.008855053946621238,0.6368715083798883,0.47194145622614353
0.008872799545712663,0.6368715083798883,0.4719390555300789
0.009050255536626917,0.6379888268156425,0.47191988235346927
0.009068001135718342,0.6379888268156425,0.4718668988985173
0.009245457126632595,0.6379888268156425,0.47134165871206896
0.009298693923906871,0.6379888268156425,0.4710291284520631
0.009334185122089722,0.6379888268156425,0.47095444508719403
0.009334185122089722,0.6402234636871509,0.4708642675450799
0.009369676320272573,0.6402234636871509,0.47048835347306184
0.009369676320272573,0.641340782122905,0.46998163569643314
0.009387421919363998,0.641340782122905,0.4699152142689998
0.009422913117546849,0.641340782122905,0.46989115894235634
0.009511641113003975,0.641340782122905,0.4695232409454403
0.009547132311186826,0.641340782122905,0.46900522500493336
0.009618114707552528,0.641340782122905,0.4689261865791566
0.009653605905735378,0.641340782122905,0.4687389439592806
0.009937535491198184,0.641340782122905,0.4683994846562309
0.009937535491198184,0.6424581005586593,0.46794839868569044
0.009973026689381034,0.6424581005586593,0.4677221903852853
0.010008517887563885,0.6424581005586593,0.4673049711144915
0.010008517887563885,0.6458100558659218,0.46712382058149343
0.010044009085746736,0.6458100558659218,0.46712128262152425
0.01009724588302101,0.6458100558659218,0.46681913376459855
0.010168228279386711,0.6458100558659218,0.4664636161756978
0.010185973878478137,0.6458100558659218,0.46642049605714386
0.010256956274843838,0.6458100558659218,0.4657428030047471
0.01039892106757524,0.6458100558659218,0.46554030298814897
0.01039892106757524,0.6480446927374302,0.4654591395411158
0.010416666666666666,0.6480446927374302,0.4652407393090015
0.011197473026689381,0.6480446927374302,0.4651174045720284
0.011215218625780806,0.6480446927374302,0.4646921238470441
0.011445911413969336,0.6480446927374302,0.4640919836503647
0.011499148211243612,0.6480446927374302,0.46402074722656034
0.011605621805792164,0.6491620111731844,0.4636883917992816
0.011641113003975015,0.6491620111731844,0.46331696414877654
0.011676604202157865,0.6525139664804469,0.46320304495565373
0.01169434980124929,0.6525139664804469,0.46318493003250716
0.01169434980124929,0.6536312849162011,0.46313426033691585
0.011907296990346395,0.6536312849162011,0.4631285160430175
0.01192504258943782,0.6558659217877095,0.46309227992989865
0.011942788188529245,0.6558659217877095,0.4630385254625473
0.011978279386712096,0.6558659217877095,0.4625730637419878
0.011996024985803521,0.6558659217877095,0.46220603718774433
0.012067007382169223,0.6558659217877095,0.4619347559534589
0.01229770017035775,0.664804469273743,0.461889567124412
0.012333191368540601,0.664804469273743,0.4612966605029501
0.012457410562180578,0.6715083798882682,0.46117552071702694
0.012510647359454855,0.6715083798882682,0.46091420797316995
0.012546138557637705,0.6715083798882682,0.4607610981165518
0.012634866553094832,0.6715083798882682,0.46046193416466846
0.012883304940374787,0.6715083798882682,0.4604428206943639
0.012883304940374787,0.6726256983240223,0.4604160238772018
0.012954287336740488,0.6726256983240223,0.4598124317182095
0.012954287336740488,0.6737430167597765,0.45981144065783686
0.012972032935831913,0.6737430167597765,0.45980364674205115
0.013043015332197615,0.6737430167597765,0.4597694017621691
0.013078506530380465,0.6737430167597765,0.45918471689999396
0.013113997728563316,0.6737430167597765,0.4590158450082188
0.01472884724588302,0.6737430167597765,0.4573046284916336
0.014746592844974446,0.6737430167597765,0.45728654773608574
0.014835320840431572,0.6737430167597765,0.4569339576841776
0.014853066439522998,0.6737430167597765,0.456333499191401
0.014870812038614423,0.6759776536312849,0.45625901306713174
0.014977285633162975,0.6759776536312849,0.45579714182193737
0.015030522430437251,0.6759776536312849,0.45578902964214907
0.015030522430437251,0.6782122905027933,0.45562076947527363
0.015048268029528676,0.6782122905027933,0.45555880175078156
0.015048268029528676,0.6804469273743017,0.45544599095096616
0.015438671209540034,0.6860335195530727,0.45528102494320444
0.015509653605905735,0.6860335195530727,0.4546817058788795
0.015545144804088586,0.6860335195530727,0.4545387151559955
0.016272714366837023,0.6871508379888268,0.4540849812441175
0.016379187961385575,0.6871508379888268,0.45388367484342623
0.01643242475865985,0.6871508379888268,0.4538769451497308
0.016450170357751277,0.6871508379888268,0.45384072842950157
0.01655664395229983,0.6871508379888268,0.45366365594558056
0.016609880749574105,0.6871508379888268,0.4530022539302121
0.016680863145939806,0.6871508379888268,0.4529641220329302
0.01682282793867121,0.6871508379888268,0.45295599149163884
0.01682282793867121,0.6882681564245811,0.45267150838500825
0.01735519591141397,0.6893854748603352,0.45264211755006445
0.01742617830777967,0.6893854748603352,0.45224008025913753
0.017532651902328222,0.6893854748603352,0.45168238577591063
0.017550397501419648,0.6893854748603352,0.4516394753949232
0.017603634298693924,0.6893854748603352,0.4515927484799781
0.017639125496876774,0.6893854748603352,0.4515218741600901
0.017976291879613856,0.6893854748603352,0.4513564229562798
0.018065019875070983,0.6916201117318436,0.4511200118128982
0.018065019875070983,0.693854748603352,0.4507501903197291
0.018136002271436684,0.693854748603352,0.4505625624255834
0.01815374787052811,0.693854748603352,0.45036352094679144
0.018331203861442363,0.693854748603352,0.4494769862957799
0.018348949460533788,0.693854748603352,0.4493787552131822
0.018473168654173765,0.7061452513966481,0.4490806844922776
0.018544151050539467,0.7061452513966481,0.44891064286655946
0.018561896649630892,0.7061452513966481,0.44865841437921994
0.018597387847813743,0.7061452513966481,0.4483798101897706
0.018597387847813743,0.7083798882681565,0.4482528854486119
0.018615133446905168,0.7083798882681565,0.44812413497888925
0.01865062464508802,0.7083798882681565,0.44809186625371394
0.018810335036910847,0.7094972067039106,0.4479981740934241
0.018828080636002272,0.7094972067039106,0.4479079697538936
0.018899063032367974,0.7094972067039106,0.4477870214133726
0.01895229982964225,0.7094972067039106,0.44737323041602134
0.019005536626916526,0.711731843575419,0.44712117736881557
0.01902328222600795,0.711731843575419,0.44649205356056093
0.01902328222600795,0.7139664804469273,0.44646436783619553
0.0190587734241908,0.7139664804469273,0.4462178404754775
0.019094264622373652,0.7139664804469273,0.44599954849904766
0.019094264622373652,0.7150837988826816,0.44595328155747704
0.019112010221465078,0.7150837988826816,0.44589723681578003
0.019963798977853494,0.7162011173184357,0.44588289243396345
0.02008801817149347,0.7162011173184357,0.4458648922531831
0.02069136854060193,0.7162011173184357,0.4454836680190151
0.020709114139693355,0.7162011173184357,0.44523292678814724
0.020744605337876205,0.7162011173184357,0.4451493522278393
0.020780096536059056,0.71731843575419,0.4449483489711531
0.020886570130607608,0.71731843575419,0.44480378738972665
0.021649630891538898,0.71731843575419,0.4447657844722858
0.021969051675184554,0.71731843575419,0.4445350694728403
0.022004542873367405,0.71731843575419,0.44439941842874414
0.022536910846110165,0.7184357541899441,0.44386849276487944
0.02255465644520159,0.7206703910614525,0.44382572384826036
0.022607893242475866,0.7206703910614525,0.44365499494886595
0.022643384440658717,0.7206703910614525,0.4434662919836665
0.022732112436115844,0.7206703910614525,0.44311690570812734
0.02285633162975582,0.7206703910614525,0.44309792093131706
0.022998296422487224,0.7206703910614525,0.44262885411165165
0.02301604202157865,0.7206703910614525,0.4425606058463926
0.0230515332197615,0.7206703910614525,0.4425549063792261
0.0231225156161272,0.7206703910614525,0.44243743727105633
0.023158006814310052,0.7206703910614525,0.4422315292943526
0.023211243611584328,0.7206703910614525,0.4420728574520448
0.023211243611584328,0.7229050279329609,0.4420298490666744
0.023228989210675753,0.7229050279329609,0.44187978487010615
0.02328222600795003,0.7229050279329609,0.4416806963436311
0.02331771720613288,0.7229050279329609,0.44156504900260385
0.023406445201590007,0.7229050279329609,0.44156258836620865
0.023424190800681432,0.7229050279329609,0.44155449728690205
0.023495173197047133,0.7229050279329609,0.441262978609592
0.023495173197047133,0.7251396648044692,0.4410966612075652
0.02351291879613856,0.7251396648044692,0.44077932179346313
0.02358390119250426,0.7251396648044692,0.44035828161305507
0.023601646791595685,0.7251396648044692,0.4402401744970321
0.023672629187961387,0.7251396648044692,0.44012989416051157
0.023903321976149916,0.7251396648044692,0.4401274352184201
0.023956558773424192,0.7251396648044692,0.439640145699989
0.02411626916524702,0.7251396648044692,0.43961354179750917
0.024169505962521296,0.7251396648044692,0.4392492338103352
0.024204997160704147,0.7251396648044692,0.43917294801746365
0.026866837024417944,0.7251396648044692,0.43904878658274565
0.026973310618966496,0.7251396648044692,0.43894350247540254
0.026973310618966496,0.7273743016759776,0.43894193042663116
0.027008801817149347,0.7273743016759776,0.43887942457618684
0.027062038614423623,0.7273743016759776,0.438848787513955
0.027097529812606474,0.7273743016759776,0.43853080453678855
0.0271862578080636,0.7284916201117319,0.4385276844047748
0.02722174900624645,0.7284916201117319,0.4380613416050628
0.027239494605337877,0.7284916201117319,0.4378146161151856
0.028694633730834754,0.7374301675977654,0.43761540113495007
0.028765616127200456,0.7374301675977654,0.43761431264889566
0.028836598523566157,0.7374301675977654,0.43686249307952413
0.02961740488358887,0.7374301675977654,0.43678569995763555
0.03052243043725156,0.740782122905028,0.436779252684469
0.030628904031800113,0.740782122905028,0.4366286706336992
0.030895088018171493,0.740782122905028,0.43662187000525804
0.031001561612720045,0.7441340782122905,0.4365859294436964
0.03105479840999432,0.7463687150837989,0.43657925119180757
0.031090289608177172,0.7463687150837989,0.4364118401222035
0.03125,0.7463687150837989,0.4363675956209666
0.03133872799545712,0.7463687150837989,0.43618196885951016
0.031374219193639974,0.7463687150837989,0.4361161719183744
0.031977569562748435,0.7463687150837989,0.436032338524719
0.032013060760931286,0.7463687150837989,0.4359792535536994
0.032066297558205566,0.7463687150837989,0.4354910135564014
0.032527683134582625,0.7463687150837989,0.4353539687798932
0.0325809199318569,0.7463687150837989,0.4353030660782688
0.0326519023282226,0.7463687150837989,0.4352998202020525
0.03268739352640545,0.7463687150837989,0.43500432388607446
0.033556927881885294,0.7463687150837989,0.43447194040092807
0.033574673480976716,0.7463687150837989,0.4344018015303791
0.033663401476433846,0.7463687150837989,0.43431287725937406
0.03373438387279955,0.7463687150837989,0.4341798700827284
0.03705281090289608,0.7832402234636872,0.434120999720532
0.03737223168654174,0.7832402234636872,0.43407843693242726
0.03738997728563316,0.7832402234636872,0.43380081545272764
0.038224020442930155,0.7843575418994413,0.4335886583154491
0.03824176604202158,0.7843575418994413,0.4334187953406323
0.03964366837024418,0.7843575418994413,0.433409565763979
0.039785633162975585,0.7843575418994413,0.43340711530263426
0.039821124361158436,0.7843575418994413,0.4333712989454081
0.03985661555934129,0.7843575418994413,0.4333645689048248
0.04168441226575809,0.7932960893854749,0.43320972465453433
0.041702157864849515,0.7932960893854749,0.43306085108564846
0.041773140261215216,0.7932960893854749,0.4330408762501366
0.041826377058489496,0.7932960893854749,0.43301033224177465
0.04184412265758092,0.7932960893854749,0.43265077037129734
0.04187961385576377,0.794413407821229,0.43251218789616125
0.0418973594548552,0.794413407821229,0.43247831190541475
0.04202157864849517,0.794413407821229,0.4322142679574642
0.042199034639409425,0.794413407821229,0.43215936562820906
0.04221678023850085,0.794413407821229,0.4320146398281511
0.043831629755820556,0.8067039106145252,0.43178072887285085
0.043849375354911985,0.8067039106145252,0.43116635471713854
0.043920357751277686,0.8067039106145252,0.4311200806690438
0.04399134014764339,0.8067039106145252,0.43109589784198415
0.04509156729131175,0.8145251396648044,0.43090391673674167
0.045322260079500284,0.8145251396648044,0.43083041371906416
0.045340005678591706,0.8145251396648044,0.43080338983734295
0.04546422487223169,0.8145251396648044,0.4307416637610226
0.04548197047132311,0.8145251396648044,0.4303380785301388
0.04557069846678024,0.8145251396648044,0.43022478384136137
0.04567717206132879,0.8145251396648044,0.4301823126558893
0.04574815445769449,0.8145251396648044,0.43017344234717236
0.045819136854060194,0.8145251396648044,0.43009996976263615
0.045819136854060194,0.8156424581005587,0.43009976530193017
