Recall,Precision
1.0,0.02106320840650208
1.0,0.021065780081896388
1.0,0.021066967220813373
1.0,0.021067560840448214
1.0,0.02106775872109406
1.0,0.021067956605457194
1.0,0.021068154493537723
1.0,0.021068550280851382
1.0,0.02106953981419728
1.0,0.021070331507801566
1.0,0.0210707273769152
1.0,0.02107092531705026
1.0,0.02107112326090428
1.0,0.021071321208477378
1.0,0.02107151915976965
1.0,0.021071717114781202
1.0,0.02107191507351214
1.0,0.021072113035962573
1.0,0.021072311002132596
1.0,0.02107250897202232
1.0,0.02107270694563185
1.0,0.021072904922961294
1.0,0.021073102904010748
1.0,0.021073300888780323
1.0,0.02107349887727012
1.0,0.02107369686948025
1.0,0.021073894865410815
1.0,0.021074092865061917
1.0,0.02107429086843366
1.0,0.021074488875526157
1.0,0.021074686886339507
1.0,0.021074884900873815
1.0,0.021075082919129184
1.0,0.021075280941105723
1.0,0.021075478966803538
1.0,0.021075676996222727
1.0,0.0210758750293634
1.0,0.021076073066225665
1.0,0.021076667199143025
1.0,0.02107686525089269
1.0,0.021077063306364465
1.0,0.02107726136555846
1.0,0.021077459428474773
1.0,0.021077657495113516
1.0,0.02107785556547479
1.0,0.021078053639558704
1.0,0.02107825171736536
1.0,0.021078449798894863
1.0,0.021078647884147317
1.0,0.021078845973122828
1.0,0.0210790440658215
1.0,0.02107924216224344
1.0,0.02107944026238875
1.0,0.021079638366257543
1.0,0.021079836473849912
1.0,0.021080034585165972
1.0,0.02108023270020582
1.0,0.02108043081896957
1.0,0.021080628941457315
1.0,0.021081223331265626
1.0,0.02108142146865043
1.0,0.021081619609759766
1.0,0.02108181775459373
1.0,0.021082015903152434
1.0,0.021082214055435977
1.0,0.021082412211444468
1.0,0.021082610371178014
1.0,0.021082808534636715
1.0,0.021083006701820676
1.0,0.021083204872730008
1.0,0.02108340304736481
1.0,0.02108360122572519
1.0,0.02108379940781125
1.0,0.021083997593623102
1.0,0.021084195783160842
1.0,0.021084393976424583
1.0,0.021084592173414424
1.0,0.021084790374130476
1.0,0.021084988578572838
1.0,0.02108518678674162
1.0,0.021085384998636922
1.0,0.021085583214258855
1.0,0.02108578143360752
1.0,0.021085979656683025
1.0,0.02108617788348547
1.0,0.021086376114014968
1.0,0.021086574348271617
1.0,0.021086772586255523
1.0,0.021086970827966796
1.0,0.021087169073405534
1.0,0.02108736732257185
1.0,0.021087565575465844
1.0,0.021087763832087623
1.0,0.021087962092437292
1.0,0.021088160356514955
1.0,0.021088556895854683
1.0,0.02108875517111696
1.0,0.021088953450107653
1.0,0.02108915173282687
1.0,0.021089350019274707
1.0,0.021089548309451277
1.0,0.021089746603356684
1.0,0.02108994490099103
1.0,0.021090143202354424
1.0,0.02109034150744697
1.0,0.02109053981626877
1.0,0.021090738128819935
1.0,0.021090936445100565
1.0,0.021091134765110767
1.0,0.02109133308885065
1.0,0.021091928082449408
1.0,0.021092126421109053
1.0,0.0210923247634989
1.0,0.021092523109619055
1.0,0.021092721459469627
1.0,0.021092919813050715
1.0,0.02109311817036243
1.0,0.021093316531404872
1.0,0.021093514896178153
1.0,0.021093713264682373
1.0,0.021093911636917637
1.0,0.021094110012884054
1.0,0.021094506776010758
1.0,0.02109470516317126
1.0,0.02109490355406333
1.0,0.021095101948687082
1.0,0.021095300347042614
1.0,0.021095498749130033
1.0,0.02109569715494945
1.0,0.02109589556450096
1.0,0.021096093977784676
1.0,0.021096292394800698
1.0,0.021096490815549138
1.0,0.0210966892400301
1.0,0.02109688766824368
1.0,0.021097086100189996
1.0,0.021097284535869145
1.0,0.02109748297528124
1.0,0.021097681418426373
1.0,0.021097879865304665
1.0,0.02109807831591621
1.0,0.021098276770261118
1.0,0.021098475228339495
1.0,0.021098673690151445
1.0,0.02109887215569707
1.0,0.021099070624976485
1.0,0.021099269097989783
1.0,0.02109946757473708
1.0,0.021099666055218475
1.0,0.021099864539434077
1.0,0.021100063027383986
1.0,0.021100261519068315
1.0,0.021100460014487163
1.0,0.02110065851364064
1.0,0.02110085701652885
1.0,0.021101055523151894
1.0,0.021101254033509882
1.0,0.02110145254760292
1.0,0.02110165106543111
1.0,0.021101849586994563
1.0,0.021102048112293378
1.0,0.021102246641327663
1.0,0.021102643710603067
1.0,0.021102842250844397
1.0,0.021103040794821618
1.0,0.021103239342534837
1.0,0.021103437893984157
1.0,0.021103636449169686
1.0,0.02110383500809153
1.0,0.021104033570749792
1.0,0.021104232137144577
1.0,0.021104430707275995
1.0,0.021104629281144146
1.0,0.02110482785874914
1.0,0.02110502644009108
1.0,0.021105225025170076
1.0,0.021105423613986225
1.0,0.02110582080283042
1.0,0.021106019402858674
1.0,0.02110621800662451
1.0,0.021106416614128033
1.0,0.021106615225369343
1.0,0.02110681384034855
1.0,0.02110701245906576
1.0,0.021107211081521075
1.0,0.021107409707714603
1.0,0.02110760833764645
1.0,0.02110780697131672
1.0,0.02110800560872552
1.0,0.021108204249872954
1.0,0.02110840289475913
1.0,0.02110860154338415
1.0,0.021108800195748127
1.0,0.021108998851851156
1.0,0.021109197511693347
1.0,0.021109396175274808
1.0,0.02110959484259564
1.0,0.021109793513655956
1.0,0.021109992188455856
1.0,0.021110190866995445
1.0,0.02111038954927483
1.0,0.021110588235294117
1.0,0.021110786925053412
1.0,0.02111098561855282
1.0,0.021111184315792446
1.0,0.021111383016772397
1.0,0.021111581721492776
1.0,0.02111178042995369
1.0,0.02111197914215525
1.0,0.02111217785809755
1.0,0.021112774028369995
1.0,0.02111297275927634
1.0,0.02111317149392396
1.0,0.021113370232312963
