Recall,Precision
1.0,0.015634007022202037
1.0,0.015835382791627595
1.0,0.015835662974627553
1.0,0.015877521332647377
1.0,0.015940299570769586
0.9988826815642458,0.019992396627680747
0.9988826815642458,0.019993737979156417
0.9988826815642458,0.020185143373221946
0.9988826815642458,0.020185599132967556
0.9977653631284916,0.020416095107453132
0.9977653631284916,0.020416561878415146
0.9977653631284916,0.020478833188093383
0.9977653631284916,0.02084743784288549
0.9977653631284916,0.0208693620004674
0.9977653631284916,0.02087082525066025
0.9977653631284916,0.020897687915379576
0.9977653631284916,0.020902090209020903
0.9977653631284916,0.02090306874839072
0.9977653631284916,0.020903558052434455
0.9977653631284916,0.020904536729247625
0.9977653631284916,0.02090600491630575
0.9977653631284916,0.020961457208581755
0.9977653631284916,0.020991514068780706
0.9977653631284916,0.02104196611607248
0.9977653631284916,0.021179707326328772
0.9977653631284916,0.02142565800523045
0.9977653631284916,0.02146583014831374
0.9966480446927374,0.024477251522968004
0.9966480446927374,0.02448598643937522
0.9966480446927374,0.024490020042280975
0.9966480446927374,0.024492037342119716
0.9955307262569832,0.024932143156952177
0.9955307262569832,0.024939121672684524
0.9955307262569832,0.024963577272217864
0.9955307262569832,0.024966375252185608
0.9955307262569832,0.025049903005426075
0.9955307262569832,0.025078105209828592
0.9955307262569832,0.025563780340850405
0.9955307262569832,0.02556818181818182
0.9955307262569832,0.02556891554509714
0.9955307262569832,0.025572584811434474
0.9955307262569832,0.025574786876776025
0.9955307262569832,0.02558286436200758
0.994413407821229,0.025604142692750288
0.994413407821229,0.025606352677158557
0.994413407821229,0.02560782621205582
0.994413407821229,0.025612984919995394
0.994413407821229,0.025626997610066517
0.994413407821229,0.025627735544805345
0.9932960893854749,0.02586332295697204
0.9932960893854749,0.02586407541021762
0.9932960893854749,0.02588290098116284
0.9932960893854749,0.0258851618914512
0.9932960893854749,0.026254392959451877
0.9932960893854749,0.026276120947004405
0.9932960893854749,0.02629399585921325
0.9932960893854749,0.026305666518715787
0.9932960893854749,0.02630644493105285
0.9932960893854749,0.02733030004918839
